qid	question	focus	sid	url	sentence	annotationOpt
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	2	http://www.answers.com/topic/genetics	Asexual reproduction can also occur in multicellular organisms, producing offspring that inherit their genome from a single parent.	?	0.6465
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	5	http://en.wikipedia.org/wiki/Genetics	Asexual reproduction can also occur in multicellular organisms, producing offspring that inherit their genome from a single parent.	?	0.6465
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	2	http://www.answers.com/topic/genetics	When a pair of organisms their offspring randomly inherit one of the two alleles from each parent.	?	0.6195
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	5	http://en.wikipedia.org/wiki/Genetics	When a pair of organisms reproduce sexually, their offspring randomly inherit one of the two alleles from each parent.	?	0.6195
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	2	http://www.answers.com/topic/genetics	organisms often use to generate offspring that contain a mixture of genetic material inherited from two different parents.	?	0.6191
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	5	http://en.wikipedia.org/wiki/Genetics	Eukaryotic organisms often use sexual reproduction to generate offspring that contain a mixture of genetic material inherited from two different parents.	?	0.6191
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	2	http://www.answers.com/topic/genetics	Although these mutations will not be inherited by any offspring, they can affect the behavior of cells, sometimes causing them to grow and divide more frequently.	?	0.6069
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	5	http://en.wikipedia.org/wiki/Genetics	Although these mutations will not be inherited by any offspring, they can affect the behavior of cells, sometimes causing them to grow and divide more frequently.	?	0.6069
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	10	http://simple.wikipedia.org/wiki/Human	Human hair grows on the underarms, the a genitals and the top of the head in both genders, and on the chest, legs, back and face of males.	?	0.5808
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	1	http://en.wikipedia.org/wiki/Acquired_characteristic	The reasons for these changes can be rite of passage, Like other acquired characteristics, body modification results in permanent physiological changes that cannot be passed on to offspring genetically alone.	?	0.5789
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	2	http://www.answers.com/topic/genetics	This is the physical method for making copies of genes that can be inherited.	?	0.5682
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	7	http://en.wikipedia.org/wiki/DNA_repair	There are at least 34 Inherited human DNA repair gene mutations that increase cancer risk.	?	0.5682
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	7	http://en.wikipedia.org/wiki/DNA_repair	PVN Acharya noted that double-strand breaks and a "cross-linkage joining both strands at the same point is irreparable because neither strand can then serve as a template for repair.	?	0.5632
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	1	http://en.wikipedia.org/wiki/Acquired_characteristic	This happens, with human infants and kittens being some well-known examples, because the eyes of the baby, just like the rest of its body, are still developing.	?	0.5454
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	2	http://www.answers.com/topic/genetics	Bacteria can also take up raw DNA fragments found in the environment and integrate them into their genomes, a phenomenon known as .	?	0.5454
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	2	http://www.answers.com/topic/genetics	The use of allows DNA fragments to be connected, and by ligating fragments of DNA together from different sources, researchers can create .	?	0.5454
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	5	http://en.wikipedia.org/wiki/Genetics	Bacteria can also take up raw DNA fragments found in the environment and integrate them into their genomes, a phenomenon known as (genetics) transformation.	?	0.5454
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	5	http://en.wikipedia.org/wiki/Genetics	By binding ("ligating") fragments of DNA together from different sources, researchers can create recombinant DNA, the DNA often associated with genetically modified organisms.	?	0.5454
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	5	http://en.wikipedia.org/wiki/Genetics	In the process known as molecular cloning, researchers can amplify the DNA fragments by inserting plasmids into bacteria and then culturing them on plates of agar (to isolate ia cells).	?	0.5454
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	7	http://en.wikipedia.org/wiki/DNA_repair	These modifications can in turn disrupt the molecules' regular helical structure by introducing non-native chemical bonds or bulky adducts that do not fit in the standard double helix.	?	0.5454
271	Is it true that a human offspring can inherit a broken leg? 	broken leg	7	http://en.wikipedia.org/wiki/DNA_repair	Partially overlapping fragments are then used for synthesis of biology) homologous regions through a moving D-loop that can continue extension until they find complementary partner strands.	?	0.5454
