qid	question	focus	sid	url	sentence	annotationOpt
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	2	http://www.regentsprep.org/Regents/math/algtrig/ATT7/graphpractice3.htm	On what date of the year is the angle of inclination at noon the greatest in central New York state? Topic Index | | Created by .	?	0.7998
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	9	http://www.troy.k12.ny.us/old%20sites/faculty/dibarij/earth%20science/answer5_6.html	During which month does the minimum duration of insolation occur in New York State? February July September December Minimum duration of insolation is the minimum number of hours of daylight.	?	0.7998
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	9	http://www.troy.k12.ny.us/old%20sites/faculty/dibarij/earth%20science/answer5_6.html	Which statement best describes how the insolation changes in New York State from May 21 through June 21? The intensity and the duration of insolation both decrease.	?	0.7998
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	4	http://regentsprep.org/Regents/core/questions/questions.cfm?Course=ESCI&TopicCode=08	Which diagram represents the approximate altitude of Polaris as seen by an observer located in Syracuse, New York? Correct Answer Number: 2 Explanation: POLARIS EQUALS THE OBSERVERS LATITUDE.	?	0.7521
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	2	http://www.regentsprep.org/Regents/math/algtrig/ATT7/graphpractice3.htm	The shortest day of the year occurred on December 21 with 8.3 hours of daylight.	?	0.7164
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	9	http://www.troy.k12.ny.us/old%20sites/faculty/dibarij/earth%20science/answer5_6.html	In New York State between May 21 and June 21 the sun's path through the sky becomes higher and longer.	?	0.6763
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	1	http://en.wikipedia.org/wiki/Winter	Snow fell in New York and Maine in June, and ice formed in lakes and rivers in July and August.	?	0.6748
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	9	http://www.troy.k12.ny.us/old%20sites/faculty/dibarij/earth%20science/answer5_6.html	In New York State the shortest days occur in December.	?	0.6069
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	8	http://www.answers.com/topic/equinox	The shift to March 11 induced to create a modern calendar.	?	0.6029
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	1	http://en.wikipedia.org/wiki/Winter	The three-month period associated with the coldest average temperatures typically begins somewhere in late November or early December in the Northern Hemisphere and lasts through late February or early March.	?	0.5808
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	6	http://physics.info/phases/	"And the United States Marines would rise from the swamp and march on!" cocoa butter Chocolate is a preparation made from the seeds of the cacao bush (Theobroma cacao).	?	0.5808
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	1	http://en.wikipedia.org/wiki/Winter	In the USA, a record five-week cold spell bottomed out at −20 °F (−29 °C) at Hartford, Connecticut, and −16 °F (−27 °C) in New York City.	?	0.5789
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	7	http://en.wikipedia.org/wiki/Time_in_the_United_States	time zones between April 2, 2006, and March 11, 2007.	?	0.5789
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	8	http://www.answers.com/topic/equinox	The vernal equinox (or spring equinox), when the Sun reaches its (i.e., crosses the celestial equator moving northward), falls on or around March 21 and marks the start of spring.	?	0.5789
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	8	http://www.answers.com/topic/equinox	The vernal equinox, when spring begins in the Northern Hemisphere, occurs about March 21, when the Sun moves north across the celestial equator.	?	0.5789
243	Is it true that in New York State, the shortest period of daylight occurs during March? 	March	8	http://www.answers.com/topic/equinox	The Sun passes the vernal equinox each year about March 20, and the autumnal equinox about September 22.	?	0.5789
