qid	question	focus	sid	url	sentence	annotationOpt
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(9)	http://www.ducksters.com/science/melting_and_boiling.php	Water can be liquid water, solid ice, or gas vapor.	?	0.7931
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(1)	http://en.wikipedia.org/wiki/Water	Water is a liquid at standard ambient temperature and pressure, but it often co-exists on Earth with its solid state, ice; and eous state, steam ( vapor water vapor).	?	0.7844
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(1)	http://en.wikipedia.org/wiki/Water	Water is also present in the atmosphere in solid, liquid, and vapor states.	?	0.7844
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(10)	http://examples.yourdictionary.com/examples-of-gas-to-solid.html	Examples of Liquid to Solid Phase Transition (Freezing)   Water to ice - Water becomes cold enough that it turns into ice.	?	0.7844
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(1)	http://en.wikipedia.org/wiki/Water	On the other hand, water and most oils are immiscible, usually forming layers with the least dense liquid as the top layer, and the most dense layer at the bottom.	?	0.7840
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(1)	http://en.wikipedia.org/wiki/Water	Liquid water is found in odies of water, such as an ocean, sea, lake, river, stream, canal, pond, or puddle.	?	0.7840
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(2)	http://physics.tutorvista.com/thermodynamics/phase-change.html	Example of Gas to Liquid phase change: Rain where water vapor is converted into liquid water droplets.	?	0.7840
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(2)	http://physics.tutorvista.com/thermodynamics/phase-change.html	This is how liquid to gas phase change occurs.Example : Evaporation of water into steam.	?	0.7840
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(10)	http://examples.yourdictionary.com/examples-of-gas-to-solid.html	Examples of Gas to Liquid (Condensation)   Water vapor to dew - Water vapor turns from a gas into a liquid, such as dew on the morning grass.	?	0.7840
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(3)	http://en.wikipedia.org/wiki/Natural-gas_processing	Water: water vapor and liquid water.	?	0.7661
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(1)	http://en.wikipedia.org/wiki/Water	Most known pure substances become more dense as they cool, however water has the anomalous property of becoming less dense when it is cooled to its solid form, ice.	?	0.7164
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(3)	http://en.wikipedia.org/wiki/Natural-gas_processing	Oil and natural gas are often found together in the same reservoir.	?	0.7164
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(3)	http://en.wikipedia.org/wiki/Natural-gas_processing	Those that are liquid at ambient conditions (i.e., pentane and heavier) are called natural gas condensate (sometimes also called natural gasoline or simply condensate).	?	0.7164
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(3)	http://en.wikipedia.org/wiki/Natural-gas_processing	Liquid hydrocarbons: perhaps some natural gas condensate (also referred to as casinghead gasoline or natural gasoline) and/or crude oil.	?	0.7164
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(7)	http://en.wikipedia.org/wiki/Petroleum	However, in an underground oir oil reservoir the proportions of gas, liquid, and solid depend on subsurface conditions and on the phase diagram of the petroleum mixture.	?	0.7164
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(9)	http://www.ducksters.com/science/melting_and_boiling.php	We use natural gas in our homes in its gas state, but when it's shipped in ocean tankers it's shipped in a liquid state to save on space.	?	0.7164
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(10)	http://examples.yourdictionary.com/examples-of-gas-to-solid.html	Water vapor to ice - Water vapor transforms directly into ice without becoming a liquid, a process that often occurs on windows during the winter months.	?	0.7164
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(10)	http://examples.yourdictionary.com/examples-of-gas-to-solid.html	Examples of Solid to Gas (Sublimation)   Dry Ice - Solid carbon dioxide is known as "dry ice" and sublimates at room temperature.	?	0.7164
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(2)	http://physics.tutorvista.com/thermodynamics/phase-change.html	The phase of matter is classified into three phase which are solid, liquid, and gas.	?	0.7160
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(2)	http://physics.tutorvista.com/thermodynamics/phase-change.html	The state changes from gas to liquid then liquid to solid as we go on cooling.	?	0.7160
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(4)	http://education-portal.com/academy/lesson/states-of-matter-solids-liquids-gases-plasma.html	Learn the four states of matter in the universe: solid, liquid, gas and plasma.	?	0.7160
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(4)	http://education-portal.com/academy/lesson/states-of-matter-solids-liquids-gases-plasma.html	Gas All matter exists in one of four states - gas, liquid, solid and plasma.	?	0.7160
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(1)	http://en.wikipedia.org/wiki/Water	Liquid water may also exist on Jupiter's moon (moon) Ganymede as a layer sandwiched between high pressure ice and rock.	?	0.7051
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	Some(2)	http://physics.tutorvista.com/thermodynamics/phase-change.html	These states or phase can be of various types: Liquid Gas Solid Every state has its own characteristic properties, Plasma is another state possible in rare cases.	?	0.6763
