qid	question	focus	sid	url	sentence	annotationOpt
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(2)	http://www.answers.com/mt/snapping-turtle	Why won't your snapping turtle eat? Why won't your snapping turtle eat? Answer Turtles need a warm environment to stimulate them to eat.	?	0.7426
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	Turtle eggs prepared to eat consist mainly of yolk.	?	0.6304
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(2)	http://www.answers.com/mt/snapping-turtle	If your turtle is not a baby, purchase goldfish for him to eat.	?	0.6304
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	For example, the leatherback sea turtle and the soft-shelled turtles have shells covered with leathery skin, instead.	?	0.6191
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(2)	http://www.answers.com/mt/snapping-turtle	For example, during winter hibernation, a turtle will bury himself in the mud at the bottom of a pond or lake.	?	0.6191
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	The shape of the shell gives helpful clues about how a turtle lives.	?	0.5932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	However, protein is essential to turtle growth and juvenile turtles are purely carnivorous.	?	0.5932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	"Incorporating phylogenetic uncertainty on phylogeny-based palaeontological dating and the timing of turtle diversification".	?	0.5932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	The meaning of the word turtle differs from region to region.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	In Great Britain, the word turtle is used for sea-dwelling species, but not for tortoises.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	Most land-dwelling chelonians are in the Testudinidae family, only one of the 14 turtle families.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	A sea-dwelling turtle is tortuga marina, a freshwater species tortuga de rio, and a tortoise tortuga terrestre.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	The smallest turtle is the speckled padloper tortoise of South Africa.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	Instead of having teeth, the upper and lower jaws of the turtle are covered by horny ridges.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	It has been suggested by Jackson (2002) that the turtle shell can function as pH buffer.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	This has inspired genetic researchers to begin examining the turtle genome for longevity genes.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	Several small freshwater species are carnivorous, eating small fish and a wide range of aquatic life.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	The earliest known fully shelled turtle is the late-Triassic Proganochelys.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	Turtle farms in Oklahoma and Louisiana raise turtles for export to China as well.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	About 75% of Asia's 90 tortoise and freshwater turtle species are estimated to have become threatened.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	"Quantifying the Asian turtle crisis: market surveys in southern China, 2000–2003".	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	California Turtle & Tortoise Club.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	"Modern turtle origins; the oldest known cryptodire".	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	Gulf Coast Turtle and Tortoise Society.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	"An ancestral turtle from the Late Triassic of southwestern China".	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	NAs support a turtle + lizard clade".	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(1)	http://en.wikipedia.org/wiki/Turtle	Lunenburg, MA: Turtle Conservation Coalition.	?	0.4932
77	Is it true that a turtle eating worms is an example of breathing? 	breathing	Some(2)	http://www.answers.com/mt/snapping-turtle	If it is a baby, cut the worms and fish up smaller.	?	0.4932
