qid	question	focus	sid	url	sentence	annotationOpt
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	1	http://en.wikipedia.org/wiki/Eye_color	"Originally, we all had brown eyes," said Eiberg.	?	0.7931
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	1	http://en.wikipedia.org/wiki/Eye_color	Unlike brown eyes, blue eyes have low concentrations of melanin in the stroma of the iris, which lies in front of the dark epithelium.	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	1	http://en.wikipedia.org/wiki/Eye_color	Eiberg added, "In Denmark 30 years ago, only 8% of the population had brown eyes, though through immigration; today that number is about 11%.	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	1	http://en.wikipedia.org/wiki/Eye_color	A hunter-gatherer dating to approximately 5,000 BCE at the La Braña-Arintero site in ince of León León, Spain, had blue eyes, brown skin tone, and Y-DNA M130 haplogroup C6.	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	1	http://en.wikipedia.org/wiki/Eye_color	The majority of people in the world overall have dark brown eyes.	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	5	http://www.ducksters.com/science/biology/hereditary_patterns.php	For example, brown eyes are dominant over blue eyes.	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	5	http://www.ducksters.com/science/biology/hereditary_patterns.php	If someone has a brown eyed gene and a blue eye gene, they will have brown eyes.	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	6	http://www.bbc.co.uk/schools/gcsebitesize/science/edexcel_pre_2011/genes/genesrev2.shtml	For example, the allele for brown eyes is dominant.	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	6	http://www.bbc.co.uk/schools/gcsebitesize/science/edexcel_pre_2011/genes/genesrev2.shtml	You only need one copy of the allele to have brown eyes (and two copies will still give you brown eyes).	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	6	http://www.bbc.co.uk/schools/gcsebitesize/science/edexcel_pre_2011/genes/genesrev2.shtml	B is homozygous and has two alleles for brown eyes (dominant).	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	7	http://www.yourdictionary.com/atavism	(noun) If a person has blue eyes like her great great grandmother but her mother, grandmother, and great grandmother have brown eyes, ...	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	8	http://www.physicsforums.com/showthread.php?t=676550	In any other case the kid has brown eyes.	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	8	http://www.physicsforums.com/showthread.php?t=676550	This ofcourse is wrong as I know families where the parents have brown eyes and some of their children have blue eyes.	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	9	https://answers.yahoo.com/question/index?qid=20130628202204AAebxeg	For example, brown eyes are dominant while green eyes are recessive.	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	9	https://answers.yahoo.com/question/index?qid=20130628202204AAebxeg	I have brown eyes, like my mom, but my dad has green eyes.	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	9	https://answers.yahoo.com/question/index?qid=20130628202204AAebxeg	Even though I have brown eyes, there is a possibility of my child having green eyes.	?	0.7840
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	4	http://examples.yourdictionary.com/examples-of-homozygous.html	The dominant trait for eye color is brown, represented by BB.	?	0.7430
346	Is it true that an example of a learned trait is having brown eyes? 	having brown eyes	1	http://en.wikipedia.org/wiki/Eye_color	re any difference in the photobiological properties of melanins isolated from human blue and brown eyes?".	?	0.7171
