qid	question	focus	sid	url	sentence	annotationOpt
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(8)	http://www.doggenetics.co.uk/white.htm	How these puppies could be regularly born to parents with much more colour perplexed Boxer breeders for a long time.	?	0.5870
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(8)	http://www.doggenetics.co.uk/white.htm	The white spotting gene impairs the ability of cells on particular parts of the skin to make pigment, so the skin becomes pink and the fur white.	?	0.5808
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(8)	http://www.doggenetics.co.uk/white.htm	True irish spotting is caused by an as yet unidentified gene, but we can assume irish spotted dogs to be homozygous for the gene (sisi) as it breeds true.	?	0.5808
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(8)	http://www.doggenetics.co.uk/white.htm	This means that two irish spotted dogs bred together will produce puppies with irish spotting.	?	0.5808
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(8)	http://www.doggenetics.co.uk/white.htm	We can assume that a solid dog bred to an irish spotted dog will produce a heterozygous dog with less white (a white trim, as shown in the section above).	?	0.5808
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(10)	http://www.deafdogs.org/faq/	You can see pictures of puppies being tested, and what the printout results look like at this site - .	?	0.5789
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(10)	http://www.deafdogs.org/faq/	- Charlotte Schwartz #determining How Can You Determine If Your Dog is Deaf? Dog An Albino? (Or "Why Are Dogs White?") Introduction Like dog owners everywhere, we love our dogs.	?	0.5713
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(10)	http://www.deafdogs.org/faq/	How Can You Determine If Your Dog is Deaf? The only way to know for sure if your dog is deaf is with a BAER test (see below).	?	0.5713
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(10)	http://www.deafdogs.org/faq/	Sheltie sketch Some deaf dogs are homozygous merles (both of their parents were merle dogs, and they inherited a copy of the gene from each parent).	?	0.5473
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(1)	http://en.wikipedia.org/wiki/Labrador_Retriever_coat_colour_genetics	Yellow Labradors with pale or chocolate pigment, or an absence of skin pigment, can have only recessive alleles at both loci: bbee.	?	0.5454
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(1)	http://en.wikipedia.org/wiki/Labrador_Retriever_coat_colour_genetics	Aging-related declines in eumelanin production can cause the exposed skin in a Labrador with black skin pigmentation begin to appear lighter, but Dudley dogs have this colouration throughout their lives.	?	0.5454
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(1)	http://en.wikipedia.org/wiki/Labrador_Retriever_coat_colour_genetics	A dog displaying a yellow coat must have the homozygous recessive genotype at the E locus, and therefore can be BBee, Bbee or bbee.	?	0.5454
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(1)	http://en.wikipedia.org/wiki/Labrador_Retriever_coat_colour_genetics	Color dilution alopecia (CDA) and black hair follicular dysplasia (BHFD) can accompany coat color dilution.	?	0.5454
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(3)	http://en.wikipedia.org/wiki/Coat_(dog)	There are two alleles that can occur at the H locus: H = Harlequin h = Non-harlequin H is dominant to h.	?	0.5454
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(3)	http://en.wikipedia.org/wiki/Coat_(dog)	Tricolor can also refer to a dog whose coat is patched, usually two colors (such as black and tan) on a white background.	?	0.5454
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(7)	http://en.wikipedia.org/wiki/Lethal_white_syndrome	Other genes can produce healthy pink-skinned, blue-eyed horses with a white or very light cream-colored coat.	?	0.5454
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(7)	http://en.wikipedia.org/wiki/Lethal_white_syndrome	The faint cream pigmentation of their coats can be distinguished from the unpigmented white markings and underlying unpigmented pink skin.	?	0.5454
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(10)	http://www.deafdogs.org/faq/	There are many genetic factors that can cause a dog to have a lot of white in its coat (try looking at for more information on various breeds).	?	0.5454
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(10)	http://www.deafdogs.org/faq/	Each of these genes are listed separately, but since genes always come in pairs, some can (and will) double up, and there are other modifiers of coat pattern as well.	?	0.5454
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(1)	http://en.wikipedia.org/wiki/Labrador_Retriever_coat_colour_genetics	Dudleys breed true for both fur and skin.	?	0.4932
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(5)	http://en.wikipedia.org/wiki/Harp_seal	suricatta) Hyaenidae (Hyenas) i/Spotted_hyena Spotted hyena Spotted hyena (C.	?	0.4932
423	Is it true that a puppy can inherit spotted fur from its parents? 	spotted fur	Some(5)	http://en.wikipedia.org/wiki/Harp_seal	leightoni) Viverra spotted civet (V.	?	0.4932
