qid	question	focus	sid	url	sentence	annotationOpt
229	Is it true that one way animals usually respond to a sudden drop in temperature is by sweating? 	sweating	Some(4)	http://www.linkstolearning.com/quizzes/nytest/index8085.htm	One way animals usually respond to a sudden drop in temperature is by   a.	?	0.7622
229	Is it true that one way animals usually respond to a sudden drop in temperature is by sweating? 	sweating	Some(10)	https://www.khanacademy.org/partner-content/lebron-asks-subject/lebron-asks/v/lebron-asks--why-does-sweating-cool-you-down	LeBron Asks: Why does sweating cool you down? | LeBron asks | Khan Academy width=device-width, initial-scale=1.0, maximum-scale=1.0 LeBron asks Sal why sweating helps cool the body down.	?	0.6475
229	Is it true that one way animals usually respond to a sudden drop in temperature is by sweating? 	sweating	Some(1)	http://en.wikipedia.org/wiki/Thermoregulation	When environmental temperature is above core body temperature, sweating is the only physiological way for humans to lose heat.	?	0.6265
229	Is it true that one way animals usually respond to a sudden drop in temperature is by sweating? 	sweating	Some(1)	http://en.wikipedia.org/wiki/Thermoregulation	Horses and humans are two of the few animals capable of sweating.	?	0.6218
229	Is it true that one way animals usually respond to a sudden drop in temperature is by sweating? 	sweating	Some(1)	http://en.wikipedia.org/wiki/Thermoregulation	Some animals undergo one of various forms of dormancy where the thermoregulation process temporarily allows the body temperature to drop, thereby conserving energy.	?	0.6069
229	Is it true that one way animals usually respond to a sudden drop in temperature is by sweating? 	sweating	Some(1)	http://en.wikipedia.org/wiki/Thermoregulation	Evaporation of water, either across respiratory surfaces or across the skin in those animals possessing sweat glands, helps in cooling body temperature to within the organism's tolerance range.	?	0.5854
229	Is it true that one way animals usually respond to a sudden drop in temperature is by sweating? 	sweating	Some(1)	http://en.wikipedia.org/wiki/Thermoregulation	Many animals survive cold frosty nights through torpor, a short-term temporary drop in body temperature.	?	0.5854
229	Is it true that one way animals usually respond to a sudden drop in temperature is by sweating? 	sweating	Some(1)	http://en.wikipedia.org/wiki/Thermoregulation	n Estivation is similar to hibernation but usually occurs in hot periods to allow animals to avoid high temperatures and desiccation.	?	0.5854
229	Is it true that one way animals usually respond to a sudden drop in temperature is by sweating? 	sweating	Some(5)	http://education-portal.com/academy/lesson/homeostasis-and-temperature-regulation-in-humans.html	Many animals experience changes in the thickness of these insulating layers to respond to seasonal changes in temperature.	?	0.5854
229	Is it true that one way animals usually respond to a sudden drop in temperature is by sweating? 	sweating	Some(1)	http://en.wikipedia.org/wiki/Thermoregulation	Vasodilation and sweating are the primary modes by which humans attempt to lose excess body heat.	?	0.5789
