qid	question	focus	sid	url	sentence	annotationOpt
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	All known forms of life depend on water.	?	0.7837
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	Humans require water with few impurities.	?	0.7837
418	Is it true that humans depend on water from the environment? 	water	Some(7)	http://en.wikipedia.org/wiki/Water_quality	Work in the area of water quality tends to be focused on water that is treated for human consumption, industrial use, or in the environment.	?	0.7051
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	Humans also use water for snow sports i.e.	?	0.6962
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	Approximately 70% of the fresh water used by humans goes to agriculture.	?	0.6871
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	Water may require purification for human consumption.	?	0.6837
418	Is it true that humans depend on water from the environment? 	water	Some(7)	http://en.wikipedia.org/wiki/Water_quality	Water quality standards for surface waters vary significantly due to different environmental conditions, ecosystems, and intended human uses.	?	0.6750
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	The state of water on a planet depends on ambient pressure, which is determined by the planet's gravity.	?	0.6746
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	This water storage is important, since clean, fresh water is essential to human and other land-based life.	?	0.6746
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	Reducing usage by using drinking (potable) water only for human consumption is another option.	?	0.6746
418	Is it true that humans depend on water from the environment? 	water	Some(5)	http://en.wikipedia.org/wiki/Water_scarcity	Water scarcity has many negative impacts on the environment, including lakes, rivers, wetlands, and other fresh water resources.	?	0.6746
418	Is it true that humans depend on water from the environment? 	water	Some(5)	http://en.wikipedia.org/wiki/Water_scarcity	This is crucial for people that live in regions that cannot depend on precipitation or surface water as a supply alone, instead providing reliable access to water all year round.	?	0.6339
418	Is it true that humans depend on water from the environment? 	water	Some(5)	http://en.wikipedia.org/wiki/Water_scarcity	These measures will not only conserve (ecology) biota, but also render more effective the natural water cycle flushing and transport that make water systems more healthy for humans.	?	0.6339
418	Is it true that humans depend on water from the environment? 	water	Some(2)	http://www.answers.com/topic/environmental-movement	It tapped into a perhaps inbred human belief of the sanctity of air, water and soil, as well as an atavistic human concern about insidious and unknown poisons.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	Safe water drinking water is essential to humans and other lifeforms even though it provides no rgy calories or organic nutrients.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	Humans, and other animals, have developed senses that enable them to evaluate the water potability of water by avoiding water that is too salty or putrid.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	In places such as North Africa and the Middle East, where water is more scarce, access to clean drinking water was and is a major factor in human development.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	Water, however, is not a finite resource, but rather re-circulated as potable water in precipitation in quantities many degrees of magnitude higher than human consumption.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	George's, Grenada, West Indies Main article: Water sport (recreation) Humans use water for many recreational purposes, as well as for exercising and for sports.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(5)	http://en.wikipedia.org/wiki/Water_scarcity	Water shortages may be caused by climate change, such as altered weather patterns including droughts or floods, increased lution pollution, and increased human demand and overuse of water.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(5)	http://en.wikipedia.org/wiki/Water_scarcity	They declare that the human right to water entitles everyone to sufficient, safe, acceptable, physically accessible, and affordable water for personal and domestic use.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(5)	http://en.wikipedia.org/wiki/Water_scarcity	The exponential growth rate of the human population is a main contributing factor in the increasing use of these types of water resources.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(7)	http://en.wikipedia.org/wiki/Water_quality	It is a measure of the condition of water relative to the requirements of one or more biotic species and or to any human need or purpose.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(7)	http://en.wikipedia.org/wiki/Water_quality	The most common standards used to assess water quality relate to health of ecosystems, safety of human contact and water drinking water.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(7)	http://en.wikipedia.org/wiki/Water_quality	Hard water may be preferable to soft water for human consumption, since health problems have been associated with excess sodium and with calcium and magnesium deficiencies.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(7)	http://en.wikipedia.org/wiki/Water_quality	Bivalve molluscs are largely used as bioindicators to monitor the health of aquatic environments in both fresh water and the marine environments.	?	0.6336
418	Is it true that humans depend on water from the environment? 	water	Some(2)	http://www.answers.com/topic/environmental-movement	Thus, Silent Spring conveyed the ecological message that humans were endangering their natural environment, and needed to find some way of protecting themselves from the hazards of industrial society.	?	0.6195
418	Is it true that humans depend on water from the environment? 	water	Some(2)	http://www.answers.com/topic/environmental-movement	In 1972, in Stockholm, the United Nations Conference on the Human Environment created the .	?	0.5907
418	Is it true that humans depend on water from the environment? 	water	Some(2)	http://www.answers.com/topic/environmental-movement	They fought for reform because they believed the destruction of forests, fertile soil, minerals, wildlife and water resources would be the downfall of our society.	?	0.5694
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	Water plays an important role in the world economy, as it functions as a solvent for a wide variety of chemical substances and facilitates industrial cooling and transportation.	?	0.5694
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	All of the components in cells ( proteins, DNA and polysaccharides) are dissolved in water, deriving their structure and activity from their interactions with the water.	?	0.5694
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	Everest water boils at 68 °C (154 °F), compared to 100 °C (212 °F) at sea level at a similar latitude (since latitude modifies atmospheric pressure slightly).	?	0.5694
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	Most known pure substances become more dense as they cool, however water has the anomalous property of becoming less dense when it is cooled to its solid form, ice.	?	0.5694
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	On the other hand, water and most oils are immiscible, usually forming layers with the least dense liquid as the top layer, and the most dense layer at the bottom.	?	0.5694
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	The advertised purity of spring and mineral water refers to absence of toxins, pollutants, and anism microbes, not to the absence of naturally occurring minerals.	?	0.5694
418	Is it true that humans depend on water from the environment? 	water	Some(3)	http://en.wikipedia.org/wiki/Water	Water, and to a lesser but still significant extent, ice, are also responsible for a large amount of sediment transport that occurs on the surface of the earth.	?	0.5694
