qid	question	focus	sid	url	sentence	annotationOpt
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	It is the ammonia in the windex that causes a color change.	?	0.6458
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(4)	http://www.answers.com/topic/copper-3	Alloys of copper with aluminium (about 7%) have a pleasant golden color and are used in decorations.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	3 100ml beakers Procedure: Add a small amount of ammonia to the diluted juice and observe a color change.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	This is because the food color in soluble or miscible in water.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	Add 1 cup of water at a time to the jar until the red color disappears.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	Results: It takes about 7 cups of clear water to make the red color disappear.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	As clean water is added, the color molecules continue to spread evenly throughout the water.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	But when copper atoms in this solution swap places with iron atoms, a spectacular color change takes place.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	Conclusions: 1)  The presence of protein in a material causes Biurets solution (blue) to change color to pink-purple.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	If desired, add two or three drops of food color to the water.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	Leave for approximately 24 hours (depending on stem length) then observe the color changes in the petals of the flower.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(10)	http://web.calstatela.edu/dept/chem/chem2/LACTE/K12.html	Perhaps your students may even be aware of the Hydrangea shrub that changes the color of its blossoms depending upon whether the soil is acidic or basic.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(10)	http://web.calstatela.edu/dept/chem/chem2/LACTE/K12.html	g) Bubbling CO2 through various acid base indicators solutions changes the color as carbonic acid is generated.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(10)	http://web.calstatela.edu/dept/chem/chem2/LACTE/K12.html	Bubbling air through the solution should then regenerate the blue color as it displaces the carbon dioxide.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(10)	http://web.calstatela.edu/dept/chem/chem2/LACTE/K12.html	The iodine will not change color when in contact with the newspaper.	?	0.6218
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(10)	http://web.calstatela.edu/dept/chem/chem2/LACTE/K12.html	f) Clay Boats - A ball of clay will sink in water but if shaped into a boat it will float.	?	0.6069
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(8)	http://www.evmwd.com/depts/admin/public_affairs/education/science_projects.asp	Small ball of clay 4-5 marbles A clear container to hold water Drop the marbles into the water.	?	0.5854
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(8)	http://www.evmwd.com/depts/admin/public_affairs/education/science_projects.asp	Make A Refrigerator One way to keep things cool is to cover them with a clay pot (such as a flower pot) which you have soaked in water.	?	0.5854
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(8)	http://www.evmwd.com/depts/admin/public_affairs/education/science_projects.asp	Float the Needle Can you make metal float on water? A clean bowl A fork A needle Fill the bowl with fresh water.	?	0.5854
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(4)	http://www.answers.com/topic/copper-3	Specifically, using and the presence of the sugar is signaled by a color change from blue Cu(II) to reddish copper(I) oxide.	?	0.5808
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	The heated can when placed on cold water will act like a vacuum because the high air pressure in the water will crush the can which has low air pressure.	?	0.5808
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	Materials: cooking oil food coloring water dropper beaker spoon Before Presentation:  Make the water blue by adding one drop of food coloring.	?	0.5808
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(9)	http://www.csulb.edu/~lhenriqu/300demo.htm	Just like the red food coloring, it is still in the water and you would be ingesting small quantities if you drank the water.	?	0.5808
296	A student has a ball of clay that sinks when placed in a pan of water. Is it true that he should change color to make the clay float? 	color	Some(10)	http://web.calstatela.edu/dept/chem/chem2/LACTE/K12.html	Effect of Temperature on Mixing - Place one drop of food coloring in each of three 1 L beakers containing cold water, room temperature water, and hot water.	?	0.5808
