qid	question	focus	sid	url	sentence	annotationOpt
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(5)	http://www.physicsforums.com/showthread.php?t=529933	Why is water a good conductor of electricity? Chemistry 1 he photosystem of chloroplasts in...	?	0.7998
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(9)	http://www.linkstolearning.com/quizzes/nytest/index8083.htm	Which object is the best conductor of electricity?   a.	?	0.7998
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	Mercury is a conductor of electricity, even in standard conditions.	?	0.7070
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(9)	http://www.linkstolearning.com/quizzes/nytest/index8083.htm	metal fork   b.	?	0.6805
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	Every kind of metal, when squeezed, produces electricity due to sudden polarization.	?	0.6191
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(9)	http://www.linkstolearning.com/quizzes/nytest/index8083.htm	Which is the best example of evaporation?   a.	?	0.5951
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	The only liquid metal is mercury.	?	0.5932
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(4)	http://en.wikipedia.org/wiki/Carbon_nanotube	Later that year the team used a composite of graphite and metal catalyst particles (the best yield was from a cobalt and nickel mixture) to synthesize single-walled carbon nanotubes.	?	0.5669
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	Is a liquid metal used in barometers? Is a liquid metal used in barometers? yes.	?	0.5505
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	What elemental liquid metal is used in thermometers? What elemental liquid metal is used in thermometers? Mercury (Atomic number 80) is still used in some thermometers.	?	0.5380
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	What is another liquid metal except mercury? What is another liquid metal except mercury? any metal that is melted down.	?	0.5380
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	for example mercury Is amonium hydroxide a liquid metal? Is amonium hydroxide a liquid metal? Ammonium hydroxide is neither a metal nor a liquid.	?	0.5380
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	Which is the only liquid metal at room tempreature? Which is the only liquid metal at room tempreature? Mercury is a liquid metal at room temperature .	?	0.5380
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	What liquid metal is used in thermomters? What liquid metal is used in thermomters? Mercury was used in thermometers.	?	0.5380
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	What is a liquid metal at room tempature? What is a liquid metal at room tempature? A metal at room temperature is mercury(Hg).	?	0.5380
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	What are ten facts about Liquid metal - mercury? What are ten facts about Liquid metal - mercury? 1.	?	0.5380
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(10)	http://www.ducksters.com/science/chemistry/aluminum.php	Where is aluminum found on Earth? Aluminum is the third most abundant element and the most abundant metal found in the Earth's crust.	?	0.5380
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(10)	http://www.ducksters.com/science/chemistry/aluminum.php	How was it discovered? Danish chemist Hans Christian Orsted first produced a metal he thought was aluminum in 1825 and suggested that it was a new element.	?	0.5380
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(7)	http://www.physicsforums.com/showthread.php?t=623996&page=2	the_emi_guy #26 Jul29-12, 02:08 AM P: 585 Quote Quote by krd View Post Plastic is not a good conductor of electricity - this doesn't mean it won't conduct electricity.	?	0.5099
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(1)	http://www.bbc.co.uk/schools/gcsebitesize/science/aqa_pre_2011/energy/heatrev1.shtml	The parts of the metal atoms left behind are now charged metal ions.	?	0.4932
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(2)	http://en.wikipedia.org/wiki/Electric_piano	Hohner's "Electra-Piano" uses a similar system, with a metal reed replacing the Rhodes' tine.	?	0.4932
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(4)	http://en.wikipedia.org/wiki/Carbon_nanotube	The presence of metal impurities can be problematic for many applications.	?	0.4932
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(7)	http://www.physicsforums.com/showthread.php?t=623996&page=2	Electricity can tunnel through plastic pretty easily.	?	0.4932
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(7)	http://www.physicsforums.com/showthread.php?t=623996&page=2	If you think of a plastic bag like the dielectric in a capacitor - the electricity doesn't have far to go.	?	0.4932
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	The only real liquid metal at room temperature is mercury.	?	0.4932
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	Mercury is a metal that is liquid under most conditions.	?	0.4932
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	The fork would melt in the victim's hand.	?	0.4932
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	There's a little gray piece of metal holding it together.	?	0.4932
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(10)	http://www.ducksters.com/science/chemistry/aluminum.php	It is often used as a metal because of its light weight.	?	0.4932
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(1)	http://www.bbc.co.uk/schools/gcsebitesize/science/aqa_pre_2011/energy/heatrev1.shtml	Heat transfer by conduction Step 1 - metal is heated Heat transfer by conduction #top 1 #top 2 #top 3 #top Next Convection Liquids and gases are fluids.	?	0.4819
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(5)	http://www.physicsforums.com/showthread.php?t=529933	ZealScience #6 Sep14-11, 06:50 AM P: 346 I've learnt that it has something to do with quantum mechanics because conducting electricity involves electrons with high energy.	?	0.4819
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(7)	http://www.physicsforums.com/showthread.php?t=623996&page=2	A thrown metal object is electrically isolated, so it will not complete a circuit, thus would not show sparks.	?	0.4819
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(8)	http://www.answers.com/mt/liquid-metal	There are some liquids and solids that do conduct electricity though, like copper sulfate and water.	?	0.4819
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(10)	http://www.ducksters.com/science/chemistry/aluminum.php	Aluminum acts as an excellent conductor of and , but is non-magnetic.	?	0.4819
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(10)	http://www.ducksters.com/science/chemistry/aluminum.php	Most aluminum metal used in industry is an alloy where aluminum is combined with other elements such as copper, zinc, silicon, and magnesium.	?	0.4819
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(1)	http://www.bbc.co.uk/schools/gcsebitesize/science/aqa_pre_2011/energy/heatrev1.shtml	The electrons in piece of metal can leave their atoms and move about in the metal as free electrons.	?	0.4694
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(1)	http://www.bbc.co.uk/schools/gcsebitesize/science/aqa_pre_2011/energy/heatrev1.shtml	This kinetic energy is transferred from hot parts of the metal to cooler parts by the free electrons.	?	0.4694
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(2)	http://en.wikipedia.org/wiki/Electric_piano	The reeds fit within a comb-like metal plate, and the reeds and plate together form an electrostatic or capacitive pickup system, using a DC voltage of 170v.	?	0.4694
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(2)	http://en.wikipedia.org/wiki/Electric_piano	The leather is saturated with a viscous silicone oil to adhere to and pluck metal reeds.	?	0.4694
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(2)	http://en.wikipedia.org/wiki/Electric_piano	A rubber pad under each key presses the string onto a metal anvil, causing the "fretted" portion of the string to vibrate.	?	0.4694
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(4)	http://en.wikipedia.org/wiki/Carbon_nanotube	N-CNTs are also much more reactive to metal oxide nanoparticle deposition which can further enhance storage capacity, especially in anode materials for ery Li-ion batteries.	?	0.4694
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(4)	http://en.wikipedia.org/wiki/Carbon_nanotube	Richard Smalley and co-workers at Rice University, who at the time of the discovery of carbon nanotubes, were blasting metals with a laser to produce various metal molecules.	?	0.4694
209	Is it true that a metal fork is the best conductor of electricity? 	metal fork	Some(4)	http://en.wikipedia.org/wiki/Carbon_nanotube	Typically, a feedstock of carbon black and metal catalyst particles is fed into the plasma, and then cooled down to form single-walled carbon nanotubes.	?	0.4694
