qid	question	focus	sid	url	sentence	annotationOpt
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	9	http://www.britannica.com/EBchecked/topic/619425/urban-climate	Furthermore, less of this energy can be used for evaporation in urban areas, which characteristically exhibit greater precipitation runoff from streets and buildings.	?	0.8084
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	9	http://www.britannica.com/EBchecked/topic/619425/urban-climate	For example, tall buildings, paved streets, and parking lots affect wind flow, precipitation runoff, and the energy balance of a locale.	?	0.7339
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	2	http://www.answers.com/topic/hydrologic-cycle	When precipitation falls on ground that is either steeply sloped or already saturated, the runoff moves along Earth's surface, initially in an even, paper-thin sheet.	?	0.6339
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	2	http://www.answers.com/topic/hydrologic-cycle	Both runoff and groundwater flow play significant roles in transporting nitrogen from the land to waterbodies.	?	0.6191
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	7	http://en.wikipedia.org/wiki/Water_cycle	This includes both surface runoff and channel runoff.	?	0.6191
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	7	http://en.wikipedia.org/wiki/Water_cycle	Both runoff and groundwater flow play significant roles in transporting nitrogen from the land to waterbodies.	?	0.6191
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	5	http://en.wikipedia.org/wiki/Urban_runoff	One of the most pronounced effects of urban runoff is on watercourses that historically contained little or no water during dry weather periods (often called ephemeral streams).	?	0.6070
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	2	http://www.answers.com/topic/hydrologic-cycle	This includes both surface runoff and .	?	0.6066
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	2	http://www.answers.com/topic/hydrologic-cycle	Runoff and are stored as freshwater in lakes.	?	0.5932
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	9	http://www.britannica.com/EBchecked/topic/619425/urban-climate	Such city-generated or city-modified weather factors as wind turbulence, thermal convection, and high concentrations of condensation nuclei might be expected to increase precipitation.	?	0.5870
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	7	http://en.wikipedia.org/wiki/Water_cycle	Enlarge Global map of Annual mean Evaporation minus precipitation by Latitude-Longitude The water cycle describes the processes that drive the movement of water throughout the hydrosphere.	?	0.5473
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	1	http://en.wikipedia.org/wiki/Erosion	western Europe), runoff and erosion result from relatively low intensities of stratiform rainfall falling onto previously saturated soil.	?	0.5235
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	3	http://en.wikipedia.org/wiki/Surface_runoff	However, not all rainfall will produce runoff because storage from soils can absorb light showers.	?	0.5235
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	3	http://en.wikipedia.org/wiki/Surface_runoff	Sheet erosion is the overland transport of sediment by runoff without a well defined channel.	?	0.5235
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	1	http://en.wikipedia.org/wiki/Erosion	Wet, saturated soils will not be able to absorb as much rain water, leading to higher levels of surface runoff and thus higher erosivity for a given volume of rainfall.	?	0.5110
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	1	http://en.wikipedia.org/wiki/Erosion	Stormwater Runoff and Receiving Systems: Impact, Monitoring, and Assessment.	?	0.4932
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	2	http://www.answers.com/topic/hydrologic-cycle	When precipitation enters the ground, it is known as infiltration.	?	0.4932
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	2	http://www.answers.com/topic/hydrologic-cycle	The runoff produced by melting snow.	?	0.4932
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	3	http://en.wikipedia.org/wiki/Surface_runoff	Once the soil is saturated, runoff occurs.	?	0.4932
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	4	http://regentsprep.org/Regents/core/questions/questions.cfm?Course=ESCI&TopicCode=07	This means that the air is saturated and precipitation is likely to occur.	?	0.4932
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	6	http://education-portal.com/academy/lesson/the-water-cycle-precipitation-condensation-and-evaporation.html	Temperature determines the type of precipitation that falls from the clouds.	?	0.4932
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	7	http://en.wikipedia.org/wiki/Water_cycle	78% of global precipitation occurs over the ocean.	?	0.4932
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	7	http://en.wikipedia.org/wiki/Water_cycle	Snowmelt The runoff produced by melting snow.	?	0.4932
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	9	http://www.britannica.com/EBchecked/topic/619425/urban-climate	A city also influences ic.britannica.com/accepted_headword/core/474379/precipitation precipitation patterns in its vicinity.	?	0.4932
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	10	http://dictionary.reference.com/browse/run+off	(tr) to decide (a race) by a runoff 5.	?	0.4932
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	2	http://www.answers.com/topic/hydrologic-cycle	If runoff occurs in an area that is not already a body of water, flood conditions may ensue.	?	0.4819
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	3	http://en.wikipedia.org/wiki/Surface_runoff	In areas where there is no snow, runoff will come from rainfall.	?	0.4819
105	Is it true that precipitation and runoff are both used to describe weather? 	precipitation and runoff	3	http://en.wikipedia.org/wiki/Surface_runoff	This runoff is called saturation excess overland flow or saturated overland flow.	?	0.4819
