qid	question	focus	sid	url	sentence	annotationOpt
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(9)	http://www.ducksters.com/science/biology/plants.php	What makes a plant a plant? Here are some basic characteristics that make a living organism a plant: Most plants make their own food through a process called photosynthesis.	?	0.8408
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(2)	http://simple.wikipedia.org/wiki/Plant	Plants use the water to make food.	?	0.7931
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(3)	http://education-portal.com/academy/lesson/primary-root-tissue-root-hairs-and-the-plant-vascular-cylinder.html	Roots of plants can provide support, food and water.	?	0.7931
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(9)	http://www.ducksters.com/science/biology/plants.php	Some plants store food in their roots.	?	0.7931
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(2)	http://simple.wikipedia.org/wiki/Plant	A plant needs sunlight, carbon dioxide, minerals and water to make food.	?	0.7840
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(2)	http://simple.wikipedia.org/wiki/Plant	A green substance in plants called chlorophyll traps the energy from the Sun needed to make food.	?	0.7840
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(3)	http://education-portal.com/academy/lesson/primary-root-tissue-root-hairs-and-the-plant-vascular-cylinder.html	Some plants, such as carrots, beets and turnips, have roots that are designed for food storage.	?	0.7840
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(1)	http://en.wikipedia.org/wiki/Root	Roots often function in storage of food and nutrients.	?	0.7670
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(3)	http://education-portal.com/academy/lesson/primary-root-tissue-root-hairs-and-the-plant-vascular-cylinder.html	Types of Roots Roots serve many purposes for plants, including the storage of food and the intake of water.	?	0.7430
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(3)	http://education-portal.com/academy/lesson/primary-root-tissue-root-hairs-and-the-plant-vascular-cylinder.html	In order to move water and food within the root and to the rest of the plant, the vascular bundle contains xylem for the water and phloem for the food.	?	0.7430
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(4)	http://www.bbc.co.uk/schools/gcsebitesize/science/add_gateway_pre_2011/greenworld/planttransportrev1.shtml	Xylem transports water and solutes from the roots to the leaves, phloem transports food from the leaves to the rest of the plant.	?	0.7430
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(4)	http://www.bbc.co.uk/schools/gcsebitesize/science/add_gateway_pre_2011/greenworld/planttransportrev1.shtml	They use two different systems – xylem moves water and solutes from the roots to the leaves – phloem moves food substances from leaves to the rest of the plant.	?	0.7430
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(6)	http://www.britannica.com/EBchecked/topic/24667/angiosperm	Root systems The roots anchor a plant, absorb water and minerals, and provide a storage area for food.	?	0.7430
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(7)	http://www.bbc.co.uk/schools/gcsebitesize/science/add_ocr_gateway/green_world/planttransportrev1.shtml	Xylem transports water and solutes from the roots to the leaves, phloem transports food from the leaves to the rest of the plant.	?	0.7430
276	Is it true that the functions of a plants roots are to support the plant and make food? 	make food	Some(1)	http://en.wikipedia.org/wiki/Root	Enlarge Primary and secondary roots in a cotton plant In vascular plants, the root is the n of a plant that typically lies below the surface of the soil.	?	0.7164
