qid	question	focus	sid	url	sentence	annotationOpt
145	Is it true that living things depend on energy from the Sun? 	the Sun	9	http://wiki.answers.com/Q/What_do_living_things_depend_on_energy_from	All living things depend on energy from the sun.	?	0.8408
145	Is it true that living things depend on energy from the Sun? 	the Sun	1	http://regentsprep.org/Regents/biology/units/homeostasis/index.cfm	The process of photosynthesis converts the Sun's energy to sugars which living things may use as an energy source.	?	0.7622
145	Is it true that living things depend on energy from the Sun? 	the Sun	9	http://wiki.answers.com/Q/What_do_living_things_depend_on_energy_from	The sun provides energy for the plants which the animals eat.	?	0.6601
145	Is it true that living things depend on energy from the Sun? 	the Sun	10	http://simple.wikipedia.org/wiki/Ocean	They do not require energy from the sun to survive, because they use chemicals from deep inside the earth.	?	0.6480
145	Is it true that living things depend on energy from the Sun? 	the Sun	2	http://en.wikipedia.org/wiki/Ecological_relationship	Add the source of energy (usually the sun, but may also be chemosynthetic bacteria found near underwater volcanoes.) 5.	?	0.6476
145	Is it true that living things depend on energy from the Sun? 	the Sun	3	http://www.physicsforums.com/showthread.php?t=633931	Most plants get their energy from the sun instead of eating other organisms.	?	0.6476
145	Is it true that living things depend on energy from the Sun? 	the Sun	5	http://www.portageinc.com/community/pp/plant.aspx	The energy that is created within our sun through nuclear fusion makes its way to earth.	?	0.6476
145	Is it true that living things depend on energy from the Sun? 	the Sun	5	http://www.portageinc.com/community/pp/plant.aspx	In a very general sense, organisms take energy that was produced in the sun and convert it to chemical energy.	?	0.6476
145	Is it true that living things depend on energy from the Sun? 	the Sun	5	http://www.portageinc.com/community/pp/plant.aspx	First, energy from the sun, in the form of sunlight, is captured by the plant.	?	0.6476
145	Is it true that living things depend on energy from the Sun? 	the Sun	3	http://www.physicsforums.com/showthread.php?t=633931	By definition, a heterotroph gets its energy from other living things.	?	0.6371
145	Is it true that living things depend on energy from the Sun? 	the Sun	4	http://en.wikipedia.org/wiki/Energy	Systems such as machines and living things often require available energy, not just any energy.	?	0.6371
145	Is it true that living things depend on energy from the Sun? 	the Sun	1	http://regentsprep.org/Regents/biology/units/homeostasis/index.cfm	Thousands of chemical reactions occur in living things.	?	0.6304
145	Is it true that living things depend on energy from the Sun? 	the Sun	3	http://www.physicsforums.com/showthread.php?t=633931	must eat other living creatures (mammals, insects, plants, etc.) for energy.	?	0.6304
145	Is it true that living things depend on energy from the Sun? 	the Sun	5	http://www.portageinc.com/community/pp/plant.aspx	Living things obtain the needed resources for photosynthesis from the physical world.	?	0.6304
