qid	question	focus	sid	url	sentence	annotationOpt
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(7)	http://physics.info/newton-first/	So what do we call this force? The "solid force"? That actually doesn't sound half bad, but it's not the name that's used.	?	0.7931
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(2)	http://www.answers.com/topic/newton-s-laws-of-motion	From a conceptual standpoint, Newton's third law is seen when a person walks: they push against the floor, and the floor pushes against the person.	?	0.6763
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(2)	http://www.answers.com/topic/newton-s-laws-of-motion	Thus, if you try to slide a block of wood across a floor, friction will stop it.	?	0.6225
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(6)	http://en.wikipedia.org/wiki/MythBusters_(2009_season)	When Kari suggested that there might not be enough electricity to power all the speakers at once, Tory used only a single speaker but failed to get any sound again.	?	0.6205
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(10)	http://en.wikipedia.org/wiki/Floor	Enlarge Scraping a wooden floor, llebotte Caillebotte (1875) A floor is the walking surface of a room or vehicle.	?	0.6205
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(4)	http://en.wikipedia.org/wiki/Whip	Whips were the first man-made objects to break the sound barrier.	?	0.6029
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(4)	http://en.wikipedia.org/wiki/Whip	Stockwhips are primarily used to make a loud cracking sound to move livestock (cattle, sheep, horses, etc.) away from the sound.	?	0.5808
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(8)	http://en.wikipedia.org/wiki/MythBusters_(2011_season)	Steve explained that this is because modern sound engineers can record sounds of actual guns and save those sounds in a digital library for future use.	?	0.5808
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(2)	http://www.answers.com/topic/newton-s-laws-of-motion	Therefore, the laws cannot be used to explain phenomena such as conduction of electricity in a , optical properties of substances, errors in non-relativistically corrected systems and .	?	0.5789
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(4)	http://en.wikipedia.org/wiki/Whip	This loud noise can be used to drive or direct livestock or teams of harnessed animals, such as xen or mules.	?	0.5789
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(6)	http://en.wikipedia.org/wiki/MythBusters_(2009_season)	Two criteria were used to test each scenario: whether the real crash appeared similar to its Hollywood counterpart, and whether the car could be driven away afterward.	?	0.5789
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(6)	http://en.wikipedia.org/wiki/MythBusters_(2009_season)	Busted Tory built the homemade speakers according to the Household Hacker's specifications and created his own surround sound setup, but when he turned on the music, the speakers didn't work.	?	0.5789
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(6)	http://en.wikipedia.org/wiki/MythBusters_(2009_season)	A single minijack alone costs around ten dollars and Tory's entire homemade surround sound set cost $150 to build.	?	0.5789
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(6)	http://en.wikipedia.org/wiki/MythBusters_(2009_season)	The resulting explosion from the water heater did cause it to shoot through the living room floor and the roof, landing on the metal scaffold next to the house model.	?	0.5789
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(7)	http://physics.info/newton-first/	That has the benefit of making you sound well-educated, but also has the drawback of being less precise.	?	0.5789
397	Is it true that sound is being used when a person pushes a wooden block across the floor? 	sound	Some(8)	http://en.wikipedia.org/wiki/MythBusters_(2011_season)	Confirmed The Build Team chose three surfaces for testing - a dirt road, asphalt pavement, and a tile floor - and used a typical 9 mm pistol as a target.	?	0.5789
