qid	question	focus	sid	url	sentence	annotationOpt
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	4	http://www.answers.com/mt/fish-gills	The function of a fishes gills? The function of a fishes gills? The gills of the fish help it to breath.	?	0.8408
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	4	http://www.answers.com/mt/fish-gills	What are fish gills? What are fish gills? == Fish Gills ==Fish breathe with gills.	?	0.7296
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	2	http://idahoptv.org/dialogue4kids/season7/fish/facts.cfm	All about Scales     Scales help protect fish.	?	0.7174
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	2	http://idahoptv.org/dialogue4kids/season7/fish/facts.cfm	A Pelican is a vertebrate How do fish breathe?       Where the gill is located All animals need oxygen to survive.	?	0.7171
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	1	http://en.wikipedia.org/wiki/Fish_gill	A few other fish have structures resembling labyrinth organs in form and function, most notably (fish) snakeheads, alidae pikeheads, and the Clariidae catfish family.	?	0.7164
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	A few other fish have structures resembling labyrinth organs in form and function, most notably (fish) snakeheads, alidae pikeheads, and the Clariidae catfish family.	?	0.7164
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	6	http://simple.wikipedia.org/wiki/Fish	Fish (plural: fish or fishes) are vertebrates which live in water and breathe using gills.	?	0.7164
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	9	http://www.ducksters.com/animals/fish.php	Tiger Shark Fish They Breath Water All fish have gills that allow them to breathe water.	?	0.7164
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	1	http://en.wikipedia.org/wiki/Fish_gill	Enlarge The red gills detached from the tuna head above Air breathing fish can be divided into obligate air breathers and facultative air breathers.	?	0.7160
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Main article: of fish Diversity of fish The term "fish" most precisely describes any non- tetrapod craniate (i.e.	?	0.7160
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Diseases Main article: sites Fish diseases and parasites Like other animals, fish suffer from diseases and parasites.	?	0.7160
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	4	http://www.answers.com/mt/fish-gills	How do fish gills function in respiration? How do fish gills function in respiration? They take in the water and remove the dissolve O2 in it.	?	0.6886
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	4	http://www.answers.com/mt/fish-gills	What is the function of fish gills? What is the function of fish gills? Function of fish gills.	?	0.6886
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	2	http://idahoptv.org/dialogue4kids/season7/fish/facts.cfm	(Animals without a backbone.) How many groups of fish are there? There are three main groups of fishes: 1.	?	0.6761
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	4	http://www.answers.com/mt/fish-gills	What does the fish gill do? What does the fish gill do? Fish gills they basically assist in the breathing in fish.	?	0.6761
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	4	http://www.answers.com/mt/fish-gills	What do a fishes gills do? What do a fishes gills do? it helps the fish breath underwater.	?	0.6761
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	4	http://www.answers.com/mt/fish-gills	Countercurrent exchange in the fish gill helps to maximize what? Countercurrent exchange in the fish gill helps to maximize what? diffusion.	?	0.6761
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	8	http://education-portal.com/academy/lesson/gills-definition-anatomy-quiz.html	Why can animals like fish and crabs breathe underwater but you can't? Aquatic organisms have a special organ called gills, which allow them to breathe oxygen in the water.	?	0.6761
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	8	http://education-portal.com/academy/lesson/gills-definition-anatomy-quiz.html	So how do some organisms like fish live underwater? They have a special organ that allows them to breathe underwater called gills.	?	0.6761
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Scales Main article: cale Fish scale The scales of fish originate from the mesoderm (skin); they may be similar in structure to teeth.	?	0.6465
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	1	http://en.wikipedia.org/wiki/Fish_gill	Most air breathing fish are facultative air breathers that avoid the energetic cost of rising to the surface and the fitness cost of exposure to surface predators.	?	0.6205
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	1	http://en.wikipedia.org/wiki/Fish_gill	Many such fish can breathe air via a variety of mechanisms.	?	0.6205
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Many such fish can breathe air via a variety of mechanisms.	?	0.6205
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Air breathing fish can be divided into obligate air breathers and facultative air breathers.	?	0.6205
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Most air breathing fish are facultative air breathers that avoid the energetic cost of rising to the surface and the fitness cost of exposure to surface predators.	?	0.6205
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Main article: Overfishing Overfishing is a major threat to edible fish such as cod and tuna.	?	0.6205
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	4	http://www.answers.com/mt/fish-gills	However, if your fish is showing signs of rapid breathing, dashing around the tank, scratching against objects in the tank etc, then your fish may well have a problem.	?	0.6205
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	8	http://education-portal.com/academy/lesson/gills-definition-anatomy-quiz.html	The operculum allows the water pressure to be adjusted in the gills so the fish can breathe without forward movement.	?	0.6205
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	9	http://www.ducksters.com/animals/fish.php	A few fish, like the spotted climbing perch, are able to breathe oxygen from the air.	?	0.6205
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	10	http://www.britannica.com/EBchecked/topic/461547/pirarucu	The pirarucu’s air bladder allows the fish to breathe air.	?	0.6205
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	2	http://idahoptv.org/dialogue4kids/season7/fish/facts.cfm	Fish have special organs called gills.	?	0.5932
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Jawless fish lineages are mostly extinct.	?	0.5932
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Circulation Fish have a circulatory system.	?	0.5932
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Some species of fish are viviparous.	?	0.5932
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	6	http://simple.wikipedia.org/wiki/Fish	Sarcopterygii: the lobe-finned fish Dipnoi: the lungfish; eight genera survive.	?	0.5932
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	6	http://simple.wikipedia.org/wiki/Fish	Here are some common fish shapes.	?	0.5932
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	9	http://www.ducksters.com/animals/fish.php	Some fish, called predators, prey on other fish and animals.	?	0.5932
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	9	http://www.ducksters.com/animals/fish.php	The smallest fish is the dwarf goby at only 9mm long.	?	0.5932
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	1	http://en.wikipedia.org/wiki/Fish_gill	When a fish breathes, it draws in a mouthful of water at regular intervals.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	1	http://en.wikipedia.org/wiki/Fish_gill	A number of fish have evolved so-called accessory breathing organs that extract oxygen from the air.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	1	http://en.wikipedia.org/wiki/Fish_gill	Labyrinth fish (such as gouramis and bettas) have a n) labyrinth organ above the gills that performs this function.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	1	http://en.wikipedia.org/wiki/Fish_gill	Breathing air is primarily of use to fish that inhabit shallow, seasonally variable waters where the water's oxygen concentration may seasonally decline.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Air breathing Fish from multiple groups can live out of the water for extended time periods.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	A number of fish have evolved so-called accessory breathing organs that extract oxygen from the air.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Labyrinth fish (such as gouramis and bettas) have a n) labyrinth organ above the gills that performs this function.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Breathing air is primarily of use to fish that inhabit shallow, seasonally variable waters where the water's oxygen concentration may seasonally decline.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Some fish have specially adapted kidneys that vary in function, allowing them to move from freshwater to saltwater.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	3	http://en.wikipedia.org/wiki/Fish	Vision Main article: in fishes Vision in fishes system Vision is an important sensory system for most species of fish.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	6	http://simple.wikipedia.org/wiki/Fish	The scales are usually covered with a layer of slime which improves passage through the water, and makes the fish more slippery to a predator.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	7	https://answers.yahoo.com/question/index?qid=1006050721816	Gills are a series of membranes located on each side of the fish that function as respiratory organs.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	7	https://answers.yahoo.com/question/index?qid=1006050721816	Unlike the marine mammals such as whales, a fish has evolved in such a way as to not require frequent trips to the surface to breathe air.	?	0.5808
164	Is it true that to help the fish breathe is the main function of scales on a fish? 	to help the fish breathe	7	https://answers.yahoo.com/question/index?qid=1006050721816	When a fish opens and closes its mouth, it is actually pumping water back through the gills and is thus breathing.	?	0.5808
