qid	question	focus	sid	url	sentence	annotationOpt
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	How is sound energy different from light? How is sound energy different from light? Light energy can heat things and brighten up the object by reflecting light waves of it.	?	0.8408
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	Examples: laugh, scream, yelling, radio What are sound energy and light energy? What are sound energy and light energy? Sound energy is the energy produced by the vibration off objects.	?	0.8408
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	5	http://www.linkstolearning.com/quizzes/nytest/index8088.htm	When a person speaks into a telephone, sound energy is changed mostly into which form of energy?   a.	?	0.8408
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	What are the examples of sound energy? What are the examples of sound energy? Hearing, music, telephones, and vacuums are examples of sound energy.	?	0.7998
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	1	http://en.wikipedia.org/wiki/Sound_masking	How is that determined? For every situation there is an optimum background sound level, just as there is an optimum light level.	?	0.7931
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	5	http://www.linkstolearning.com/quizzes/nytest/index8088.htm	Which form of energy was changed to sound energy?   a.	?	0.7212
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	What is the defenition of sound energy? What is the defenition of sound energy? The definition of sound energy is your mom.	?	0.6854
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	What are the example of sound energy? What are the example of sound energy? If 2 or more things collide and u hear a sound...	?	0.6854
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	Advantages and disadvantages of sound energy? Advantages and disadvantages of sound energy? well some people say you can't have advantages and disadvantages of sound energy but you can.	?	0.6854
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	What is the Measurement of sound energy? What is the Measurement of sound energy? The standard unit for sound energy is the decibel (Db).	?	0.6854
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	What is an example of sound energy? What is an example of sound energy? Anything with sound is a good example of sound energy.	?	0.6854
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	Is sound energy renewable or non-renewable? Is sound energy renewable or non-renewable? Sound energy is renewable because it is converted from other renewable resources.	?	0.6854
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	1	http://en.wikipedia.org/wiki/Sound_masking	This includes general inaccessibility to controls, lack of visibility of speakers, spatial uniformity, diffuseness of the sound field, inability for listeners to locate the maskers, and slow level changes.	?	0.6748
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	1	http://en.wikipedia.org/wiki/Sound_masking	Sound masking can be explained by analogy with light.	?	0.6218
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	while light energy is a energy that travels in all directions of electromagnetic waves.	?	0.6218
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	6	http://www.britannica.com/topic-browse/Technology/8	any device that directly converts the energy in light into electrical energy through the photovoltaic effect.	?	0.6218
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	9	http://www.sparknotes.com/psychology/psych101/sensation/section2.rhtml	Objects only produce or reflect light of different wavelengths and amplitudes.	?	0.6029
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	1	http://en.wikipedia.org/wiki/Sound_masking	If a steady sound persists for a long time without change, and the level is relatively low, persons generally accept it as normal.	?	0.5854
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	What is the definition for sound energy? What is the definition for sound energy? Acoustic energy is sound energy.	?	0.5854
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	==---- Facts about sound energy? Facts about sound energy? Sound energy is made by vibrations in the air.	?	0.5854
10	Is it true that when a person speaks into a telephone, sound energy is changed mostly into light? 	light	2	http://www.answers.com/mt/sound-energy	Sound energy definitions? Sound energy definitions? Sound energy is a form of energy than can be detected by the ear.	?	0.5854
